"dataset","matrix_name","dataset_id","gene_name","gene_id","ML_model_code","ML_best_model","ML_alisim_model","ML_logl","ML_unconstrained_logl","ML_numFreeParams","ML_BIC","ML_tree_length","ML_sumInternalBL","CTEN_LogL","CTEN_Unconstrained_LogL","CTEN_NumFreeParams","CTEN_BIC","CTEN_TreeLength","CTEN_SumInternalBL","PORI_LogL","PORI_Unconstrained_LogL","PORI_NumFreeParams","PORI_BIC","PORI_TreeLength","PORI_SumInternalBL","CTEN_PORI_LogL","CTEN_PORI_Unconstrained_LogL","CTEN_PORI_NumFreeParams","CTEN_PORI_BIC","CTEN_PORI_TreeLength","CTEN_PORI_SumInternalBL"
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0088","Laumer2018.Tplx_BUSCOeuk.gene_0088","Q.insect","Q.insect+G4","Q.insect+G4{1.0733}",-10654.3751,-1072.2701,98,21828.9605,45.5169,7.5583,-10676.1167,-1072.2701,97,21867.1354,49.3834,6.4105,-10684.0797,-1072.2701,97,21883.0614,52.4434,6.8171,-10683.517,-1072.2701,97,21881.936,52.4268,6.3306
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0089","Laumer2018.Tplx_BUSCOeuk.gene_0089","Q.insect","Q.insect+I+G4","Q.insect+I{0.0157282}+G4{2.04759}",-15717.5392,-1381.3435,81,31882.6401,24.8367,6.9188,-15719.8447,-1381.3435,79,31876.2001,24.7879,6.932,-15728.3249,-1381.3435,79,31893.1606,24.8575,7.0072,-15727.6735,-1381.3435,79,31891.8578,24.8465,6.9864
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0090","Laumer2018.Tplx_BUSCOeuk.gene_0090","LG","LG+I+G4","LG+I{0.0167467}+G4{0.868812}",-14736.9934,-1432.6636,83,29934.8825,36.2249,6.6096,-14775.6192,-1432.6636,81,30001.0282,35.9344,6.5859,-14774.9249,-1432.6636,81,29999.6396,35.7229,6.7405,-14775.617,-1432.6636,81,30001.0237,35.7993,6.8138
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0091","Laumer2018.Tplx_BUSCOeuk.gene_0091","Q.insect","Q.insect+R4","Q.insect+R4{0.446068,0.23193,0.321775,0.684965,0.192319,2.19386,0.0398379,6.3813}",-12834.9531,-1934.1114,105,26279.7611,22.2361,7.5147,-13945.7762,-1934.1114,99,28466.5586,33.7316,10.9221,-13944.5644,-1934.1114,99,28464.1349,33.7037,11.823,-13946.5926,-1934.1114,99,28468.1912,33.7852,10.9775
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0092","Laumer2018.Tplx_BUSCOeuk.gene_0092","Q.yeast","Q.yeast+R4","Q.yeast+R4{0.274703,0.171049,0.359566,0.525299,0.245552,1.46714,0.120179,3.3606}",-15520.0663,-1610.9594,101,31611.0341,43.899,4.8346,-15562.5615,-1610.9594,95,31662.1095,45.0631,5.2457,-15568.1263,-1610.9594,95,31673.239,44.9995,5.2827,-15568.0251,-1610.9594,95,31673.0367,45.0196,5.4175
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0093","Laumer2018.Tplx_BUSCOeuk.gene_0093","LG","LG+I+G4","LG+I{0.0722695}+G4{0.95262}",-17218.1622,-1766.4968,79,34890.0216,23.8544,4.2208,-17230.2046,-1766.4968,77,34902.6204,23.9371,4.3255,-17226.7536,-1766.4968,77,34895.7185,23.5379,4.235,-17230.6013,-1766.4968,77,34903.4137,23.6704,4.2786
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0094","Laumer2018.Tplx_BUSCOeuk.gene_0094","Q.insect","Q.insect+R5","Q.insect+R5{0.167471,0.0339566,0.075121,0.204868,0.307587,0.596488,0.276711,1.22039,0.17311,2.6443}",-17659.9544,-1244.6898,105,35890.9072,52.5221,6.9786,-17708.7426,-1244.6898,97,35944.9788,53.131,6.3537,-17708.28,-1244.6898,97,35944.0537,53.2537,6.3681,-17710.7813,-1244.6898,97,35949.0563,53.0559,6.2168
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0095","Laumer2018.Tplx_BUSCOeuk.gene_0095","Q.insect","Q.insect+G4","Q.insect+G4{1.45368}",-29767.9898,-2949.0739,100,60152.9407,35.7043,8.9295,-29819.4345,-2949.0739,99,60249.6605,37.8178,9.4489,-29818.3605,-2949.0739,99,60247.5125,37.9767,9.522,-29819.6114,-2949.0739,99,60250.0142,37.9056,9.5167
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0096","Laumer2018.Tplx_BUSCOeuk.gene_0096","LG","LG+F+I+G4","LG+F+I{0.0246724}+G4{1.2626}",-25184.5596,-2518.1491,98,50960.5964,25.8318,3.5599,-25216.9449,-2518.1491,96,51013.2961,26.3178,3.8347,-25215.4583,-2518.1491,96,51010.3228,26.5406,3.7678,-25217.973,-2518.1491,96,51015.3522,26.4004,3.7114
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0097","Laumer2018.Tplx_BUSCOeuk.gene_0097","LG","LG+I+G4","LG+I{0.0408135}+G4{1.04185}",-21995.3185,-2310.0975,91,44533.0886,23.9756,4.4084,-22015.9796,-2310.0975,89,44562.4886,24.5906,4.7019,-22017.1559,-2310.0975,89,44564.8414,24.7108,4.7583,-22017.1562,-2310.0975,89,44564.8418,24.7281,4.7596
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0098","Laumer2018.Tplx_BUSCOeuk.gene_0098","Q.insect","Q.insect+I+G4","Q.insect+I{0.0326793}+G4{1.25914}",-12738.6175,-1091.217,89,25950.9828,26.2469,6.4516,-12737.8049,-1091.217,87,25938.7117,27.8849,6.9089,-12737.8066,-1091.217,87,25938.715,27.9636,6.9259,-12737.8068,-1091.217,87,25938.7155,27.9721,6.928
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0099","Laumer2018.Tplx_BUSCOeuk.gene_0099","Q.insect","Q.insect+R5","Q.insect+R5{0.0913289,0.101363,0.289844,0.407287,0.245755,0.828706,0.268763,1.45448,0.104309,2.66635}",-31067.0275,-2572.1379,107,62781.6285,34.6223,10.8178,-31644.5383,-2572.1379,99,63888.2335,38.7306,14.707,-31644.3299,-2572.1379,99,63887.8166,38.5606,14.6319,-31648.2829,-2572.1379,99,63895.7226,38.553,14.5882
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0100","Laumer2018.Tplx_BUSCOeuk.gene_0100","Q.insect","Q.insect+R5","Q.insect+R5{0.271076,0.047274,0.219083,0.32379,0.28317,1.02737,0.134523,1.73196,0.0921485,4.25769}",-14393.6317,-1630.226,99,29349.2621,20.9057,5.1113,-14424.6761,-1630.226,91,29365.9368,20.7607,5.2145,-14424.8225,-1630.226,91,29366.2295,20.6369,5.118,-14424.8225,-1630.226,91,29366.2295,20.6364,5.1178
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0101","Laumer2018.Tplx_BUSCOeuk.gene_0101","Q.yeast","Q.yeast+I+G4","Q.yeast+I{0.0230421}+G4{1.12947}",-14252.7129,-1411.6359,77,28932.1031,28.8819,5.3174,-14285.7046,-1411.6359,75,28987.004,28.9413,5.4666,-14286.4318,-1411.6359,75,28988.4584,28.9792,5.5515,-14286.2643,-1411.6359,75,28988.1234,28.9873,5.443
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0102","Laumer2018.Tplx_BUSCOeuk.gene_0102","Q.insect","Q.insect+G4","Q.insect+G4{1.02824}",-14379.0638,-1682.9601,80,29213.3563,19.67,5.051,-14391.4461,-1682.9601,79,29232.4305,19.4932,5.1362,-14389.4461,-1682.9601,79,29228.4305,19.5242,5.1157,-14395.2628,-1682.9601,79,29240.064,19.5387,5.2665
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0103","Laumer2018.Tplx_BUSCOeuk.gene_0103","Q.pfam","Q.pfam+I+G4","Q.pfam+I{0.0799101}+G4{0.853575}",-13780.3699,-1340.3535,73,27962.3316,24.878,3.3638,-13828.7102,-1340.3535,71,28048.0098,25.6674,4.0692,-13830.9086,-1340.3535,71,28052.4065,26.3245,4.0831,-13832.3206,-1340.3535,71,28055.2306,25.0862,3.6434
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0104","Laumer2018.Tplx_BUSCOeuk.gene_0104","LG","LG+G4","LG+G4{0.783382}",-14164.04,-2242.8715,78,28791.2079,26.4976,5.9902,-14177.202,-2242.8715,77,28811.5942,26.7642,2.6634,-14187.6657,-2242.8715,77,28832.5217,26.2664,2.7412,-14187.0232,-2242.8715,77,28831.2366,26.2582,2.7411
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0105","Laumer2018.Tplx_BUSCOeuk.gene_0105","LG","LG+R4","LG+R4{0.197886,0.161768,0.31058,0.572343,0.377042,1.31113,0.114492,2.58426}",-21905.5745,-2009.1807,91,44342.6473,31.7781,5.4515,-21931.028,-2009.1807,85,44358.5106,31.6806,5.8556,-21933.6631,-2009.1807,85,44363.7808,31.677,5.9002,-21934.7882,-2009.1807,85,44366.0309,31.7014,5.9079
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0106","Laumer2018.Tplx_BUSCOeuk.gene_0106","Q.insect","Q.insect+R4","Q.insect+R4{0.340173,0.160259,0.316459,0.610265,0.246909,1.65432,0.0964588,3.56519}",-13685.7123,-1577.7411,97,27917.9992,32.662,7.1766,-13935.5979,-1577.7411,91,28383.9616,35.1686,4.3514,-13934.2351,-1577.7411,91,28381.2361,35.617,4.38,-13937.7766,-1577.7411,91,28388.3191,35.6824,4.415
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0107","Laumer2018.Tplx_BUSCOeuk.gene_0107","Q.insect","Q.insect+G4","Q.insect+G4{0.784116}",-14391.0571,-1984.4149,84,29272.2382,18.037,3.3451,-14417.108,-1984.4149,83,29318.5053,18.5188,3.5067,-14417.1822,-1984.4149,83,29318.6536,18.6946,3.7384,-14412.746,-1984.4149,83,29309.7813,18.3898,3.4094
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0108","Laumer2018.Tplx_BUSCOeuk.gene_0108","Q.insect","Q.insect+I+R4","Q.insect+I{0.0417844}+R4{0.159437,0.157312,0.340182,0.566829,0.330238,1.28192,0.128359,2.79493}",-22871.0548,-2586.8419,90,46287.6407,20.6429,7.8951,-22871.7906,-2586.8419,83,46246.6822,20.4983,7.8023,-22875.9827,-2586.8419,83,46255.0664,20.5932,7.9172,-22874.9884,-2586.8419,83,46253.0777,20.4976,7.9244
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0109","Laumer2018.Tplx_BUSCOeuk.gene_0109","LG","LG+G4","LG+G4{0.807924}",-10849.7765,-1186.9177,82,22142.5726,16.6807,7.1201,-11862.1496,-1186.9177,81,24161.9161,24.1844,14.739,-11862.8045,-1186.9177,81,24163.2258,24.2226,14.7388,-11862.7555,-1186.9177,81,24163.1278,24.1909,14.7146
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0110","Laumer2018.Tplx_BUSCOeuk.gene_0110","Q.insect","Q.insect+R5","Q.insect+R5{0.129121,0.0646837,0.292213,0.362523,0.30768,0.911757,0.171375,1.61682,0.099611,3.29383}",-21141.3878,-2194.911,103,42892.1445,26.095,6.357,-21151.0692,-2194.911,95,42864.1776,26.2087,6.4647,-21151.8448,-2194.911,95,42865.7287,26.2313,6.4883,-21149.9565,-2194.911,95,42861.9523,26.2161,6.489
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0111","Laumer2018.Tplx_BUSCOeuk.gene_0111","LG","LG+G4","LG+G4{0.889458}",-11886.1047,-1225.0409,90,24260.0576,32.2397,10.1402,-12414.9149,-1225.0409,89,25312.2573,44.3923,15.0389,-12415.4038,-1225.0409,89,25313.2353,44.2104,14.8352,-12414.9497,-1225.0409,89,25312.327,44.3992,14.9997
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0112","Laumer2018.Tplx_BUSCOeuk.gene_0112","Q.yeast","Q.yeast+G4","Q.yeast+G4{1.08855}",-15754.8382,-1341.309,94,32026.4102,28.5561,6.0959,-15763.4359,-1341.309,93,32038.1084,28.5956,5.8104,-15765.8653,-1341.309,93,32042.9673,28.4441,5.8315,-15766.218,-1341.309,93,32043.6727,27.9124,6.1481
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0113","Laumer2018.Tplx_BUSCOeuk.gene_0113","Q.insect","Q.insect+R4","Q.insect+R4{0.307242,0.252783,0.369828,0.759514,0.285607,1.69774,0.0373229,4.19465}",-12099.455,-1373.8458,89,24689.9633,26.6849,3.4703,-12120.8013,-1373.8458,83,24699.5513,28.5111,3.0254,-12124.8237,-1373.8458,83,24707.596,29.0848,3.2363,-12124.8242,-1373.8458,83,24707.5969,29.0934,3.2416
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0114","Laumer2018.Tplx_BUSCOeuk.gene_0114","LG","LG+R4","LG+R4{0.388215,0.155766,0.322834,0.711367,0.188017,1.63328,0.100933,3.99066}",-13459.415,-1776.9511,95,27463.8044,31.2628,4.9309,-13498.8132,-1776.9511,89,27508.1814,31.6662,2.5842,-13496.2046,-1776.9511,89,27502.9642,31.5635,2.5867,-13496.569,-1776.9511,89,27503.6929,31.4632,2.494
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0115","Laumer2018.Tplx_BUSCOeuk.gene_0115","Q.yeast","Q.yeast+F+I+G4","Q.yeast+F+I{0.0225419}+G4{1.17901}",-18940.0077,-1987.2856,110,38521.5225,25.0757,5.3225,-18960.0308,-1987.2856,108,38549.905,25.2943,5.4219,-18961.5989,-1987.2856,108,38553.0411,25.3198,5.4498,-18959.6658,-1987.2856,108,38549.1749,25.3212,5.4678
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0116","Laumer2018.Tplx_BUSCOeuk.gene_0116","LG","LG+I+G4","LG+I{0.0217923}+G4{0.947893}",-20002.4598,-2238.7079,95,40568.7345,26.024,4.3546,-20037.248,-2238.7079,93,40626.4412,26.9083,4.4804,-20037.6607,-2238.7079,93,40627.2666,27.0584,4.5361,-20037.6566,-2238.7079,93,40627.2584,27.1362,4.5157
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0117","Laumer2018.Tplx_BUSCOeuk.gene_0117","LG","LG+R4","LG+R4{0.330854,0.0942895,0.339065,0.565476,0.240491,1.74383,0.0895903,3.99257}",-11877.8843,-1749.3012,95,24299.8192,25.9359,4.2729,-12109.8622,-1749.3012,89,24729.4138,27.3192,2.726,-12095.6151,-1749.3012,89,24700.9196,27.1435,2.7288,-12115.104,-1749.3012,89,24739.8974,28.7383,2.6327
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0118","Laumer2018.Tplx_BUSCOeuk.gene_0118","LG","LG+F+G4","LG+F+G4{0.846774}",-13228.6797,-1518.1742,105,27045.582,30.9414,6.3054,-13813.0853,-1518.1742,104,28208.7909,33.5334,10.1611,-13805.8895,-1518.1742,104,28194.3994,32.5591,10.0434,-13811.5208,-1518.1742,104,28205.6619,32.7238,9.9656
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0119","Laumer2018.Tplx_BUSCOeuk.gene_0119","Q.insect","Q.insect+G4","Q.insect+G4{1.04437}",-17442.3433,-2222.5973,88,35406.2561,21.8018,3.9202,-17454.5479,-2222.5973,87,35424.7384,22.2067,4.1386,-17456.4375,-2222.5973,87,35428.5176,22.3388,4.1841,-17456.4031,-2222.5973,87,35428.4488,22.285,4.1789
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0120","Laumer2018.Tplx_BUSCOeuk.gene_0120","Q.yeast","Q.yeast+I+G4","Q.yeast+I{0.0665888}+G4{0.874038}",-14305.5994,-2027.9874,89,29132.3002,17.3408,3.0775,-14352.1049,-2027.9874,87,29213.6011,17.2713,2.9152,-14351.3125,-2027.9874,87,29212.0163,17.0543,2.9116,-14358.8494,-2027.9874,87,29227.0901,17.381,3.1014
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0121","Laumer2018.Tplx_BUSCOeuk.gene_0121","LG","LG+G4","LG+G4{1.14919}",-13000.6962,-1097.5425,82,26438.2783,26.149,5.2117,-13019.2235,-1097.5425,81,26470.0049,26.2839,5.3607,-13018.9519,-1097.5425,81,26469.4617,26.2831,5.7569,-13018.9461,-1097.5425,81,26469.4502,26.2997,5.7699
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0122","Laumer2018.Tplx_BUSCOeuk.gene_0122","Q.yeast","Q.yeast+G4","Q.yeast+G4{1.21422}",-10955.3863,-1009.4391,88,22373.4322,22.4889,4.561,-10979.4146,-1009.4391,87,22416.2314,22.9112,4.471,-10979.4658,-1009.4391,87,22416.3336,22.9118,4.4753,-10978.8991,-1009.4391,87,22415.2003,22.8888,4.4465
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0123","Laumer2018.Tplx_BUSCOeuk.gene_0123","Q.insect","Q.insect+R5","Q.insect+R5{0.172687,0.0807122,0.23422,0.36912,0.206907,0.720043,0.310196,1.52877,0.0759899,3.63741}",-17394.3784,-1723.1627,85,35274.1432,28.4349,4.7708,-17407.1425,-1723.1627,77,35253.9879,28.641,4.8567,-17414.6214,-1723.1627,77,35268.9458,29.1134,4.9713,-17412.4913,-1723.1627,77,35264.6855,28.6863,5.0147
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0124","Laumer2018.Tplx_BUSCOeuk.gene_0124","LG","LG+I+G4","LG+I{0.0461447}+G4{1.12411}",-12704.8145,-1217.5862,77,25827.0103,29.7775,7.5119,-13022.2072,-1217.5862,75,26450.9546,34.1656,11.1253,-13025.263,-1217.5862,75,26457.0661,34.1401,10.9438,-13023.0146,-1217.5862,75,26452.5693,34.247,11.21
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0125","Laumer2018.Tplx_BUSCOeuk.gene_0125","LG","LG+F+G4","LG+F+G4{2.00558}",-14495.6202,-1308.8748,103,29555.3161,26.5862,7.0631,-14509.5916,-1308.8748,102,29577.7824,26.7896,7.0039,-14512.8652,-1308.8748,102,29584.3296,26.9191,7.0396,-14512.696,-1308.8748,102,29583.9912,26.8782,7.0155
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0126","Laumer2018.Tplx_BUSCOeuk.gene_0126","LG","LG+G4","LG+G4{0.847841}",-6725.2228,-965.7658,102,13982.922,36.605,6.5834,-7500.7721,-965.7658,101,15528.8001,42.4941,13.8609,-7501.3077,-965.7658,101,15529.8713,43.1566,14.3316,-7500.6625,-965.7658,101,15528.5809,42.319,13.6752
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0127","Laumer2018.Tplx_BUSCOeuk.gene_0127","Q.insect","Q.insect+I+G4","Q.insect+I{0.0414413}+G4{0.958498}",-24460.9304,-2626.3371,103,49547.3844,25.8435,5.7475,-24494.122,-2626.3371,101,49601.6214,25.6972,5.5648,-24498.335,-2626.3371,101,49610.0476,25.7092,5.5824,-24497.8087,-2626.3371,101,49608.9949,25.6759,5.5675
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0128","Laumer2018.Tplx_BUSCOeuk.gene_0128","Q.yeast","Q.yeast+F+R5","Q.yeast+F+R5{0.212894,0.133071,0.284398,0.370467,0.21958,0.787386,0.218564,1.78042,0.0645632,4.71289}",-17637.2483,-1596.2752,128,35997.1138,35.7334,13.1902,-17897.6298,-1596.2752,120,36472.7133,47.6427,8.3147,-17911.0443,-1596.2752,120,36499.5423,47.9207,8.6075,-17909.8578,-1596.2752,120,36497.1692,48.4264,8.6908
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0129","Laumer2018.Tplx_BUSCOeuk.gene_0129","Q.yeast","Q.yeast+R5","Q.yeast+R5{0.287967,0.0373938,0.301786,0.440121,0.165024,1.21573,0.211434,2.19907,0.033789,5.64766}",-13813.0983,-1662.7483,105,28223.329,16.27,5.6134,-13815.8268,-1662.7483,97,28183.2902,16.3718,5.7031,-13817.3877,-1662.7483,97,28186.4119,16.2534,5.6589,-13816.0202,-1662.7483,97,28183.6771,16.2177,5.6567
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0130","Laumer2018.Tplx_BUSCOeuk.gene_0130","LG","LG+G4","LG+G4{1.14749}",-13187.0322,-1231.4637,92,26873.1598,25.0096,4.4349,-13199.8183,-1231.4637,91,26893.3071,26.468,4.1706,-13205.8718,-1231.4637,91,26905.4141,26.6083,4.4623,-13206.0818,-1231.4637,91,26905.834,26.5053,4.2174
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0131","Laumer2018.Tplx_BUSCOeuk.gene_0131","Q.insect","Q.insect+R4","Q.insect+R4{0.184339,0.114494,0.278201,0.544617,0.389768,1.15927,0.147693,2.54269}",-18885.083,-2170.0156,105,38390.5147,18.0823,4.5801,-18888.0389,-2170.0156,99,38360.978,18.1101,4.5783,-18894.9521,-2170.0156,99,38374.8044,18.2393,4.639,-18894.9521,-2170.0156,99,38374.8044,18.2329,4.6381
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0132","Laumer2018.Tplx_BUSCOeuk.gene_0132","LG","LG+F+G4","LG+F+G4{0.70814}",-16965.1576,-2179.6977,97,34503.6625,27.8567,3.9963,-16968.4507,-2179.6977,96,34504.338,27.9548,4.0348,-16980.2123,-2179.6977,96,34527.8611,28.1258,4.1282,-16978.6592,-2179.6977,96,34524.7549,28.0229,4.0263
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0133","Laumer2018.Tplx_BUSCOeuk.gene_0133","LG","LG+I+G4","LG+I{0.0579783}+G4{1.09467}",-25765.5628,-3256.0791,79,52025.6325,19.7409,5.2064,-25773.4349,-3256.0791,77,52028.8577,19.6705,5.2215,-25782.3567,-3256.0791,77,52046.7012,19.6724,5.2713,-25782.3777,-3256.0791,77,52046.7431,19.7112,5.2796
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0134","Laumer2018.Tplx_BUSCOeuk.gene_0134","LG","LG+I+G4","LG+I{0.0640965}+G4{0.891021}",-10683.7627,-999.7351,83,21803.8974,20.892,4.7089,-10703.7647,-999.7351,81,21833.3866,20.6225,4.8521,-10704.6947,-999.7351,81,21835.2466,20.7099,4.9208,-10703.8326,-999.7351,81,21833.5223,20.7035,4.8944
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0135","Laumer2018.Tplx_BUSCOeuk.gene_0135","LG","LG+I+G4","LG+I{0.057852}+G4{0.999068}",-15015.3404,-1423.8226,81,30480.4705,26.3714,7.3867,-15124.6526,-1423.8226,79,30687.989,26.1952,7.4264,-15130.8324,-1423.8226,79,30700.3485,26.2695,7.5088,-15130.8325,-1423.8226,79,30700.3488,26.2704,7.5094
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0136","Laumer2018.Tplx_BUSCOeuk.gene_0136","LG","LG+R4","LG+R4{0.4854,0.0758584,0.258404,0.713173,0.208424,2.2318,0.0477724,6.5672}",-8600.0158,-1719.5043,71,17608.6894,9.4301,1.6732,-8632.8591,-1719.5043,65,17639.8415,9.4319,1.5864,-8633.6892,-1719.5043,65,17641.5017,9.4711,1.6231,-8632.8798,-1719.5043,65,17639.8828,9.441,1.5893
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0137","Laumer2018.Tplx_BUSCOeuk.gene_0137","Q.pfam","Q.pfam+G4","Q.pfam+G4{0.934486}",-21243.5809,-2103.795,86,42993.1275,26.7628,4.0575,-21463.4515,-2103.795,85,43426.9853,29.6355,4.0372,-21458.9109,-2103.795,85,43417.9043,29.5655,4.0915,-21458.982,-2103.795,85,43418.0465,29.3534,3.8227
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0138","Laumer2018.Tplx_BUSCOeuk.gene_0138","LG","LG+R5","LG+R5{0.220325,0.0831356,0.24056,0.247779,0.157978,0.663968,0.232317,1.51685,0.14882,3.12319}",-14636.3244,-1511.5739,95,29804.4988,42.2812,4.1862,-14682.6755,-1511.5739,87,29852.4138,42.8176,3.9413,-14684.8634,-1511.5739,87,29856.7895,42.5448,3.8699,-14685.0429,-1511.5739,87,29857.1486,42.489,3.8339
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0139","Laumer2018.Tplx_BUSCOeuk.gene_0139","Q.insect","Q.insect+G4","Q.insect+G4{0.883954}",-16649.8988,-1763.4844,90,33815.5065,36.0712,5.642,-16656.4625,-1763.4844,89,33822.9038,36.2538,5.7108,-16657.4983,-1763.4844,89,33824.9754,36.2628,5.7459,-16657.5962,-1763.4844,89,33825.1713,36.3762,5.6499
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0140","Laumer2018.Tplx_BUSCOeuk.gene_0140","LG","LG+I+G4","LG+I{0.00936734}+G4{1.7138}",-10926.5744,-1033.1242,67,22206.7826,30.2395,4.8308,-10945.9927,-1033.1242,65,22235.0628,31.2869,4.7106,-10945.9925,-1033.1242,65,22235.0625,31.279,4.7129,-10945.1007,-1033.1242,65,22233.2788,30.8088,4.8895
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0141","Laumer2018.Tplx_BUSCOeuk.gene_0141","LG","LG+R4","LG+R4{0.153395,0.120606,0.511608,0.556683,0.271673,1.51507,0.0633235,4.50216}",-10674.6454,-1218.6226,91,21842.1559,22.9599,5.405,-11160.6571,-1218.6226,85,22781.6826,25.1274,6.7044,-11165.5098,-1218.6226,85,22791.3882,25.502,6.8872,-11165.8211,-1218.6226,85,22792.0108,25.637,6.8591
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","gene_0142","Laumer2018.Tplx_BUSCOeuk.gene_0142","LG","LG+G4","LG+G4{1.02916}",-14612.6024,-1443.0046,84,29692.3021,23.6029,5.7478,-14634.1732,-1443.0046,83,29729.883,23.6335,5.8778,-14636.9268,-1443.0046,83,29735.3903,23.8023,5.9812,-14634.0722,-1443.0046,83,29729.681,24.1131,5.9932
